"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"JSWSTEEL","JSW Steel Limited","7(2)","JTPM Metal Traders Private Limited","Promoter Group","Equity Shares","15197705","0.63",,"600000","118770000","Pledge","Equity Shares","15197705","0.63","22-Jun-2020","22-Jun-2020","23-Jun-2020","Pledge Creation","-","-","0","0","0","0","NA","-","24-Jun-2020 10:57","https://archives.nseindia.com/corporate/xbrl/IT_1074077_267916_24062020105737_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JTPM Metal Traders Private Limited","Promoter Group","Equity Shares","14597705","0.63",,"600000","116675153","Buy","Equity Shares","15197705","0.63","19-Jun-2020","19-Jun-2020","22-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","24-Jun-2020 10:57","https://archives.nseindia.com/corporate/xbrl/IT_1074077_267916_24062020105737_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","Glebe Trading Private Limited","Promoter Group","Equity Shares","17157930","0.71",,"400000","77680000","Pledge Revoke","Equity Shares","17157930","0.71","19-Jun-2020","19-Jun-2020","22-Jun-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","24-Jun-2020 10:57","https://archives.nseindia.com/corporate/xbrl/IT_1074077_267916_24062020105737_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JTPM Metal Traders Private Limited","Promoter Group","Equity Shares","15197705","0.63",,"600000","116900020","Buy","Equity Shares","15797705","0.65","22-Jun-2020","22-Jun-2020","23-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","24-Jun-2020 10:57","https://archives.nseindia.com/corporate/xbrl/IT_1074077_267916_24062020105737_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JTPM Metal Traders Private Limited","Promoter Group","Equity Shares","14177700","0.59",,"420005","80804229","Buy","Equity Shares","14597705","0.6","18-Jun-2020","18-Jun-2020","19-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","20-Jun-2020 17:20","https://archives.nseindia.com/corporate/xbrl/IT_1073907_267119_20062020052018_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JTPM Metal Traders Private Limited","Promoter Group","Equity Shares","13577700","0.56",,"3000000","575550000","Pledge","Equity Shares","13577700","0.56","17-Jun-2020","17-Jun-2020","18-Jun-2020","Pledge Creation","-","-","0","0","0","0","NA","-","20-Jun-2020 17:20","https://archives.nseindia.com/corporate/xbrl/IT_1073907_267119_20062020052018_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JTPM Metal Traders Private Limited","Promoter Group","Equity Shares","13577700","0.56",,"600000","114902327","Buy","Equity Shares","14177700","0.59","17-Jun-2020","17-Jun-2020","18-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","20-Jun-2020 17:20","https://archives.nseindia.com/corporate/xbrl/IT_1073907_267119_20062020052018_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JTPM Metal Traders Private Limited","Promoter Group","Equity Shares","14177700","0.59",,"1000000","193400000","Pledge","Equity Shares","14177700","0.59","18-Jun-2020","18-Jun-2020","19-Jun-2020","Pledge Creation","-","-","0","0","0","0","NA","-","20-Jun-2020 17:20","https://archives.nseindia.com/corporate/xbrl/IT_1073907_267119_20062020052018_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JTPM Metal Traders Private Limited","Promoter Group","Equity Shares","11377700","0.47",,"1000000","183954635","Buy","Equity Shares","12377700","0.51","15-Jun-2020","15-Jun-2020","16-Jun-2020","Market Purchase","-","-","0","0","0","0","NA","-","18-Jun-2020 13:51","https://archives.nseindia.com/corporate/xbrl/IT_1073739_266290_18062020015141_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JTPM Metal Traders Private Limited","Promoter Group","Equity Shares","12377700","0.51",,"1200000","231118257","Buy","Equity Shares","13577700","0.56","16-Jun-2020","16-Jun-2020","17-Jun-2020","Market Purchase","-","-","0","0","0","0","NA","-","18-Jun-2020 13:51","https://archives.nseindia.com/corporate/xbrl/IT_1073739_266290_18062020015141_WEB.xml"
