"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Mukesh Kumar Bohara","Employees/Designated Employees","Equity Shares","25191","0",,"513","549322","Buy","Equity Shares","25704","0","14-May-2020","14-May-2020","14-May-2020","ESOP","-","-","0","0","0","0","NA","-","15-May-2020 16:58","https://archives.nseindia.com/corporate/xbrl/IT_1072429_257948_15052020045807_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Bhaskaran v","Employees/Designated Employees","Equity Shares","13385","0",,"9219","10936039","Buy","Equity Shares","22604","0","14-May-2020","14-May-2020","15-May-2020","ESOP","-","-","0","0","0","0","NA","-","15-May-2020 16:58","https://archives.nseindia.com/corporate/xbrl/IT_1072429_257948_15052020045807_WEB.xml"
"CIGNITITEC","Cigniti Technologies Limited","7(2)","Chakkilam Venkata Subramanyam","Promoters","Equity Shares","3118098","11.2",,"6016","1907356","Buy","Equity Shares","3124114","11.22","14-May-2020","14-May-2020","15-May-2020","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","15-May-2020 13:25","https://archives.nseindia.com/corporate/xbrl/IT_1072427_257512_15052020012542_WEB.xml"
"CIGNITITEC","Cigniti Technologies Limited","7(2)","Chakkilam Venkata Subramanyam","Promoters","Equity Shares","3061434","10.99",,"56664","18183174","Buy","Equity Shares","3118098","11.2","13-May-2020","13-May-2020","14-May-2020","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","15-May-2020 13:25","https://archives.nseindia.com/corporate/xbrl/IT_1072427_257512_15052020012542_WEB.xml"
"LAURUSLABS","Laurus Labs Limited","7(2)","NARASIMHA RAO CHAVA","Promoter Group","Equity Shares","16025","0.01",,"3350","1505391","Buy","Equity Shares","19375","0.02","08-May-2020","08-May-2020","14-May-2020","Market Purchase","-","-","0","0","0","0","NSE","-","15-May-2020 12:54","https://archives.nseindia.com/corporate/xbrl/IT_1072425_257455_15052020125434_WEB.xml"
"SOLARA","Solara Active Pharma Sciences Limited","7(2)","AGNUS HOLDINGS PRIVATE LIMITED","Promoter Group","Equity Shares","72181","0.27",,"63009","630090","Pledge Invoke","Equity Shares","9172","0.04","12-May-2020","12-May-2020","15-May-2020","Invocation of pledge","-","-","0","0","0","0","NA","-","15-May-2020 12:52","https://archives.nseindia.com/corporate/xbrl/IT_1072424_257451_15052020125246_WEB.xml"
"SOLARA","Solara Active Pharma Sciences Limited","7(2)","PRONOMZ VENTURES LLP","Promoter Group","Equity Shares","3190831","11.88",,"212998","2129980","Pledge Invoke","Equity Shares","2977833","11.09","12-May-2020","12-May-2020","15-May-2020","Invocation of pledge","-","-","0","0","0","0","NA","-","15-May-2020 12:52","https://archives.nseindia.com/corporate/xbrl/IT_1072424_257451_15052020125246_WEB.xml"
"SOLARA","Solara Active Pharma Sciences Limited","7(2)","Karuna Business Solutions LLP","Promoter Group","Equity Shares","1412121","5.26",,"12121","121210","Pledge Invoke","Equity Shares","1400000","5.21","12-May-2020","12-May-2020","15-May-2020","Invocation of pledge","-","-","0","0","0","0","NA","-","15-May-2020 12:52","https://archives.nseindia.com/corporate/xbrl/IT_1072424_257451_15052020125246_WEB.xml"
"SOLARA","Solara Active Pharma Sciences Limited","7(2)","CHAYADEEP PROPERTIES PRIVATE LIMITED","Promoter Group","Equity Shares","525730","1.96",,"458334","4583340","Pledge Invoke","Equity Shares","67396","0.25","12-May-2020","12-May-2020","15-May-2020","Invocation of pledge","-","-","0","0","0","0","NA","-","15-May-2020 12:52","https://archives.nseindia.com/corporate/xbrl/IT_1072424_257451_15052020125246_WEB.xml"
"SOLARA","Solara Active Pharma Sciences Limited","7(2)","R.RAMAKRISHNAN","Director","Equity Shares","10000","0.04",,"2500","1170681","Buy","Equity Shares","12500","0.05","12-May-2020","12-May-2020","14-May-2020","Market Purchase","-","-","0","0","0","0","BSE","-","15-May-2020 12:52","https://archives.nseindia.com/corporate/xbrl/IT_1072424_257451_15052020125246_WEB.xml"
"SOLARA","Solara Active Pharma Sciences Limited","7(2)","R.RAMAKRISHNAN","Director","Equity Shares","12500","0.05",,"1500","727399","Buy","Equity Shares","14000","0.05","13-May-2020","13-May-2020","14-May-2020","Market Purchase","-","-","0","0","0","0","NSE","-","15-May-2020 12:52","https://archives.nseindia.com/corporate/xbrl/IT_1072424_257451_15052020125246_WEB.xml"
"AUBANK","AU Small Finance Bank Limited","7(2)","Kesar Chugh","Employees/Designated Employees","Equity Shares","10664","0",,"8664","4715382","Pledge Revoke","Equity Shares","10664","0","01-May-2020","01-May-2020","13-May-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","14-May-2020 21:35","https://archives.nseindia.com/corporate/xbrl/IT_1072421_256943_14052020093535_WEB.xml"
"AUBANK","AU Small Finance Bank Limited","7(2)","Manoj Tibrewal","Employees/Designated Employees","Equity Shares","1362220","0.04",,"20000","8527790","Sell","Equity Shares","1342220","0.04","08-May-2020","08-May-2020","13-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","14-May-2020 21:35","https://archives.nseindia.com/corporate/xbrl/IT_1072421_256943_14052020093535_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Amit Raghuvanshi","Employees/Designated Employees","Equity Shares","79370","0.01",,"13500","1182735","Buy","Equity Shares","92870","0.02","13-May-2020","13-May-2020","13-May-2020","ESOP","-","-","0","0","0","0","NA","-","14-May-2020 20:45","https://archives.nseindia.com/corporate/xbrl/IT_1072419_256878_14052020084547_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Amit Raghuvanshi","Employees/Designated Employees","Equity Shares","69260","0.01",,"9750","1345890","Buy","Equity Shares","79010","0.01","13-May-2020","13-May-2020","13-May-2020","ESOP","-","-","0","0","0","0","NA","-","14-May-2020 20:45","https://archives.nseindia.com/corporate/xbrl/IT_1072419_256878_14052020084547_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Amit Raghuvanshi","Employees/Designated Employees","Equity Shares","92870","0.02",,"23250","48151913","Pledge","Equity Shares","92870","0.02","13-May-2020","13-May-2020","14-May-2020","Off Market","-","-","0","0","0","0","NA","-","14-May-2020 20:45","https://archives.nseindia.com/corporate/xbrl/IT_1072419_256878_14052020084547_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Dilip Kamble","Employees/Designated Employees","Equity Shares","5148","0",,"6000","525660","Buy","Equity Shares","11148","0","11-May-2020","11-May-2020","13-May-2020","ESOP","-","-","0","0","0","0","NA","-","14-May-2020 20:45","https://archives.nseindia.com/corporate/xbrl/IT_1072419_256878_14052020084547_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Dilip Kamble","Employees/Designated Employees","Equity Shares","11148","0",,"6500","897260","Buy","Equity Shares","17648","0","11-May-2020","11-May-2020","11-May-2020","ESOP","-","-","0","0","0","0","NA","-","14-May-2020 20:45","https://archives.nseindia.com/corporate/xbrl/IT_1072419_256878_14052020084547_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","Makarand Phadke","Other","Equity Shares","6400","0",,"2000","2933895","Sell","Equity Shares","4400","0","13-May-2020","13-May-2020","14-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","14-May-2020 18:34","https://archives.nseindia.com/corporate/xbrl/IT_1072418_256651_14052020063427_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","Mukesh Chechani","Other","Equity Shares","1450","0",,"1450","2175000","Sell","Equity Shares","Nil","0","12-May-2020","12-May-2020","13-May-2020","Gift","-","-","0","0","0","0","NA","-","14-May-2020 18:34","https://archives.nseindia.com/corporate/xbrl/IT_1072418_256651_14052020063427_WEB.xml"
"ADANIPORTS","Adani Ports and Special Economic Zone Limited","7(2)","Flourishing Trade and Investment Ltd","Promoter Group","Equity Shares","12120696","0.6",,"1800000","522855900","Buy","Equity Shares","13920696","0.69","12-May-2020","12-May-2020","14-May-2020","Market Purchase","-","-","0","0","0","0","NSE","-","14-May-2020 18:09","https://archives.nseindia.com/corporate/xbrl/IT_1072416_256604_14052020060930_WEB.xml"
"INFY","Infosys Limited","7(2)","Salil Parekh","Director","Equity Shares","253951","0",,"142310","96998496","Buy","Equity Shares","396261","0","12-May-2020","12-May-2020","13-May-2020","ESOP","-","-","0","0","0","0","NA","-","14-May-2020 17:23","https://archives.nseindia.com/corporate/xbrl/IT_1072413_256463_14052020052357_WEB.xml"
"INFY","Infosys Limited","7(2)","Salil Parekh","Director","Equity Shares","396261","0",,"63937","43579459","Sell","Equity Shares","332324","0","12-May-2020","12-May-2020","13-May-2020","ESOP","-","-","0","0","0","0","NA","-","14-May-2020 17:23","https://archives.nseindia.com/corporate/xbrl/IT_1072413_256463_14052020052357_WEB.xml"
"INFY","Infosys Limited","7(2)","Deepak Bhalla","Employees/Designated Employees","Equity Shares","11774","0",,"2550","1751850","Buy","Equity Shares","14324","0","12-May-2020","12-May-2020","13-May-2020","ESOP","-","-","0","0","0","0","NA","-","14-May-2020 17:23","https://archives.nseindia.com/corporate/xbrl/IT_1072413_256463_14052020052357_WEB.xml"
"INFY","Infosys Limited","7(2)","Infosys Employee Benefits Trust","Other","Equity Shares","17975161","0.42",,"84457","58106416","Sell","Equity Shares","17890704","0.42","11-May-2020","11-May-2020","12-May-2020","Off Market","-","-","0","0","0","0","NA","-","14-May-2020 17:23","https://archives.nseindia.com/corporate/xbrl/IT_1072413_256463_14052020052357_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","DEEPAK GADDHYAN","Employees/Designated Employees","Equity Shares","564540","0.11",,"63000","7654500","Pledge Revoke","Equity Shares","564540","0.11","13-May-2020","13-May-2020","13-May-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","14-May-2020 16:25","https://archives.nseindia.com/corporate/xbrl/IT_1072411_256258_14052020042529_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","DEEPAK GADDHYAN","Employees/Designated Employees","Equity Shares","564540","0.11",,"63000","7616700","Pledge","Equity Shares","564540","0.11","14-May-2020","14-May-2020","14-May-2020","Pledge Creation","-","-","0","0","0","0","NA","-","14-May-2020 16:25","https://archives.nseindia.com/corporate/xbrl/IT_1072411_256258_14052020042529_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","PRAKASH CHANDRA","Director","Equity Shares","565","0",,"10000","1126000","Buy","Equity Shares","10565","0","12-May-2020","12-May-2020","12-May-2020","Market Purchase","-","-","0","0","0","0","NSE","-","14-May-2020 16:25","https://archives.nseindia.com/corporate/xbrl/IT_1072411_256258_14052020042529_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","AMIT RAMAN","Employees/Designated Employees","Equity Shares","18104","0",,"16143","1808016","Pledge Revoke","Equity Shares","18104","0","12-May-2020","12-May-2020","12-May-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","14-May-2020 16:25","https://archives.nseindia.com/corporate/xbrl/IT_1072411_256258_14052020042529_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","DEEPAK GADDHYAN","Employees/Designated Employees","Equity Shares","564540","0.11",,"40000","4670000","Pledge Revoke","Equity Shares","564540","0.11","12-May-2020","12-May-2020","12-May-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","14-May-2020 16:25","https://archives.nseindia.com/corporate/xbrl/IT_1072411_256258_14052020042529_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","DEEPAK GADDHYAN","Employees/Designated Employees","Equity Shares","564540","0.11",,"40000","4860000","Pledge","Equity Shares","564540","0.11","13-May-2020","13-May-2020","13-May-2020","Pledge Creation","-","-","0","0","0","0","NA","-","14-May-2020 16:25","https://archives.nseindia.com/corporate/xbrl/IT_1072411_256258_14052020042529_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","AMIT RAMAN","Employees/Designated Employees","Equity Shares","18104","0",,"16143","1808016","Pledge Revoke","Equity Shares","18104","0","12-May-2020","12-May-2020","12-May-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","14-May-2020 16:21","https://archives.nseindia.com/corporate/xbrl/IT_1072410_256243_14052020042138_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","DEEPAK GADDHYAN","Employees/Designated Employees","Equity Shares","564540","0.11",,"63000","7616700","Pledge","Equity Shares","564540","0.11","14-May-2020","14-May-2020","14-May-2020","Pledge Creation","-","-","0","0","0","0","NA","-","14-May-2020 16:21","https://archives.nseindia.com/corporate/xbrl/IT_1072410_256243_14052020042138_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","DEEPAK GADDHYAN","Employees/Designated Employees","Equity Shares","564540","0.11",,"40000","4670000","Pledge Revoke","Equity Shares","564540","0.11","12-May-2020","12-May-2020","12-May-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","14-May-2020 16:21","https://archives.nseindia.com/corporate/xbrl/IT_1072410_256243_14052020042138_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","PRAKASH CHANDRA","Director","Equity Shares","565","0",,"10000","1126000","Buy","Equity Shares","10565","0","12-May-2020","12-May-2020","12-May-2020","Market Purchase","-","-","0","0","0","0","NSE","-","14-May-2020 16:21","https://archives.nseindia.com/corporate/xbrl/IT_1072410_256243_14052020042138_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","DEEPAK GADDHYAN","Employees/Designated Employees","Equity Shares","564540","0.11",,"40000","4860000","Pledge","Equity Shares","564540","0.11","13-May-2020","13-May-2020","13-May-2020","Pledge Creation","-","-","0","0","0","0","NA","-","14-May-2020 16:21","https://archives.nseindia.com/corporate/xbrl/IT_1072410_256243_14052020042138_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","DEEPAK GADDHYAN","Employees/Designated Employees","Equity Shares","564540","0.11",,"63000","7654500","Pledge Revoke","Equity Shares","564540","0.11","13-May-2020","13-May-2020","13-May-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","14-May-2020 16:21","https://archives.nseindia.com/corporate/xbrl/IT_1072410_256243_14052020042138_WEB.xml"
"HDFCLIFE","HDFC Life Insurance Company Limited","7(2)","SRINIVASAN PARTHASARATHY","Employees/Designated Employees","Equity Shares","674763","0.03",,"3643","1938076","Sell","Equity Shares","671120","0.03","12-May-2020","12-May-2020","12-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","14-May-2020 14:14","https://archives.nseindia.com/corporate/xbrl/IT_1072408_255900_14052020021417_WEB.xml"
"HDFCLIFE","HDFC Life Insurance Company Limited","7(2)","SRINIVASAN PARTHASARATHY","Employees/Designated Employees","Equity Shares","723361","0.04",,"48598","25854136","Sell","Equity Shares","674763","0.03","11-May-2020","11-May-2020","12-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","14-May-2020 14:14","https://archives.nseindia.com/corporate/xbrl/IT_1072408_255900_14052020021417_WEB.xml"
"HDFCLIFE","HDFC Life Insurance Company Limited","7(2)","SRINIVASAN PARTHASARATHY","Employees/Designated Employees","Equity Shares","726374","0.04",,"3013","1584537","Sell","Equity Shares","723361","0.04","08-May-2020","08-May-2020","12-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","14-May-2020 14:14","https://archives.nseindia.com/corporate/xbrl/IT_1072408_255900_14052020021417_WEB.xml"
"MINDTREE","MindTree Limited","7(2)","Naresh K N","Employees/Designated Employees","Equity Shares","18823","0.01",,"16000","14249600","Pledge","Equity Shares","18823","0.01","11-May-2020","11-May-2020","13-May-2020","Pledge Creation","-","-","0","0","0","0","NA","-","14-May-2020 12:11","https://archives.nseindia.com/corporate/xbrl/IT_1072406_255647_14052020121125_WEB.xml"
"MINDTREE","MindTree Limited","7(2)","Naresh K N","Employees/Designated Employees","Equity Shares","18823","0.01",,"16000","14249600","Pledge Revoke","Equity Shares","18823","0.01","11-May-2020","11-May-2020","13-May-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","14-May-2020 12:11","https://archives.nseindia.com/corporate/xbrl/IT_1072406_255647_14052020121125_WEB.xml"
"ICICIGI","ICICI Lombard General Insurance Company Limited","7(2)","SUDHANSHU WALIA","Employees/Designated Employees","Equity Shares","59851","0.01",,"450","585207","Sell","Equity Shares","59401","0.01","11-May-2020","11-May-2020","12-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","14-May-2020 11:56","https://archives.nseindia.com/corporate/xbrl/IT_1072405_255606_14052020115630_WEB.xml"
"ICICIGI","ICICI Lombard General Insurance Company Limited","7(2)","SUDHANSHU WALIA","Employees/Designated Employees","Equity Shares","60301","0.01",,"450","585113","Sell","Equity Shares","59851","0.01","11-May-2020","11-May-2020","12-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","14-May-2020 11:56","https://archives.nseindia.com/corporate/xbrl/IT_1072405_255606_14052020115630_WEB.xml"
"ICICIGI","ICICI Lombard General Insurance Company Limited","7(2)","AMITABH JAIN","Employees/Designated Employees","Equity Shares","204947","0.05",,"3000","2145450","Buy","Equity Shares","207947","0.05","11-May-2020","11-May-2020","12-May-2020","ESOP","-","-","0","0","0","0","NA","-","14-May-2020 11:56","https://archives.nseindia.com/corporate/xbrl/IT_1072405_255606_14052020115630_WEB.xml"
"ICICIGI","ICICI Lombard General Insurance Company Limited","7(2)","SUDHANSHU WALIA","Employees/Designated Employees","Equity Shares","59401","0.01",,"900","1192500","Sell","Equity Shares","58501","0.01","12-May-2020","12-May-2020","12-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","14-May-2020 11:56","https://archives.nseindia.com/corporate/xbrl/IT_1072405_255606_14052020115630_WEB.xml"
"5PAISA","5Paisa Capital Limited","7(2)","MOHAN RADHAKRISHNAN","Other","Equity Shares","13600","0.05",,"12600","2020000","Sell","Equity Shares","1000","0","11-May-2020","12-May-2020","13-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","14-May-2020 11:45","https://archives.nseindia.com/corporate/xbrl/IT_1072403_255568_14052020114528_WEB.xml"
"DBCORP","D.B.Corp Limited","7(2)","DB Consolidated Private Limited","Promoter Group","Equity Shares","95723501","54.71",,"3500000","230475000","Pledge","Equity Shares","95723501","54.71","12-May-2020","12-May-2020","13-May-2020","Pledge Creation","-","-","0","0","0","0","NA","-","13-May-2020 21:06","https://archives.nseindia.com/corporate/xbrl/IT_1072400_255262_13052020090641_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","NARASINH PRABHU","Employees/Designated Employees","Equity Shares","11000","0",,"5000","1558250","Sell","Equity Shares","6000","0","12-May-2020","12-May-2020","13-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","13-May-2020 20:29","https://archives.nseindia.com/corporate/xbrl/IT_1072398_255227_13052020082935_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Visalkumar VM Nair","Employees/Designated Employees","Equity Shares","6000","0",,"472","430936","Sell","Equity Shares","5528","0","13-Mar-2020","13-Mar-2020","12-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","13-May-2020 19:28","https://archives.nseindia.com/corporate/xbrl/IT_1072396_255150_13052020072852_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Medha Shetty","Employees/Designated Employees","Equity Shares","13000","0",,"6800","6417000","Sell","Equity Shares","6200","0","11-May-2020","11-May-2020","11-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","13-May-2020 19:28","https://archives.nseindia.com/corporate/xbrl/IT_1072396_255150_13052020072852_WEB.xml"
"AGCNET","AGC Networks Limited","7(2)","Sanjeev Shekhar Verma","Director","Equity Shares","Nil","0",,"35227","8648228","Buy","Equity Shares","35227","0.12","12-May-2020","12-May-2020","12-May-2020","ESOP","-","-","0","0","0","0","NA","-","13-May-2020 18:56","https://archives.nseindia.com/corporate/xbrl/IT_1072394_255085_13052020065653_WEB.xml"
"EMAMILTD","Emami Limited","7(2)","M/s Bhanu Vyapaar Private Limited","Promoter Group","Equity Shares","43765902","9.69",,"30000","5439000","Pledge Revoke","Equity Shares","43765902","9.69","11-May-2020","11-May-2020","12-May-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","13-May-2020 18:09","https://archives.nseindia.com/corporate/xbrl/IT_1072392_255020_13052020060947_WEB.xml"
"EMAMILTD","Emami Limited","7(2)","Diwakar Viniyog Private Limited","Promoter Group","Equity Shares","49533849","10.97",,"1500000","271950000","Pledge","Equity Shares","49533849","10.97","11-May-2020","11-May-2020","12-May-2020","Pledge Creation","-","-","0","0","0","0","NA","-","13-May-2020 18:09","https://archives.nseindia.com/corporate/xbrl/IT_1072392_255020_13052020060947_WEB.xml"
"EMAMILTD","Emami Limited","7(2)","M/s Prabhakar Viniyog Private Limited","Promoter Group","Equity Shares","20491492","4.54",,"900000","163170000","Pledge","Equity Shares","20491492","4.54","11-May-2020","11-May-2020","12-May-2020","Pledge Creation","-","-","0","0","0","0","NA","-","13-May-2020 18:09","https://archives.nseindia.com/corporate/xbrl/IT_1072392_255020_13052020060947_WEB.xml"
"CRISIL","CRISIL Limited","7(2)","Venkatesh Viswanathan","Employees/Designated Employees","Equity Shares","6174","0",,"2500","3650000","Pledge Revoke","Equity Shares","6174","0","13-May-2020","13-May-2020","13-May-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","13-May-2020 18:04","https://archives.nseindia.com/corporate/xbrl/IT_1072391_255005_13052020060443_WEB.xml"
"CRISIL","CRISIL Limited","7(2)","Venkatesh Viswanathan","Employees/Designated Employees","Equity Shares","6674","0",,"500","745000","Sell","Equity Shares","6174","0","08-May-2020","08-May-2020","13-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","13-May-2020 18:04","https://archives.nseindia.com/corporate/xbrl/IT_1072391_255005_13052020060443_WEB.xml"
"E2E","E2E Networks Limited","7(2)","Kotapalli Ravoof Mohamed Imran","Employees/Designated Employees","Equity Shares","46004","0.32",,"92008","1104096","Buy","Equity Shares","138012","0.96","06-May-2020","06-May-2020","11-May-2020","ESOP","-","-","0","0","0","0","NA","-","13-May-2020 17:34","https://archives.nseindia.com/corporate/xbrl/IT_1072388_254930_13052020053419_WEB.xml"
"MINDTREE","MindTree Limited","7(2)","Manas Chakraborty","Employees/Designated Employees","Equity Shares","28405","0.02",,"2500","2270366","Sell","Equity Shares","25905","0.02","11-May-2020","11-May-2020","12-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","13-May-2020 15:16","https://archives.nseindia.com/corporate/xbrl/IT_1072386_254564_13052020031659_WEB.xml"
"SOLARA","Solara Active Pharma Sciences Limited","7(2)","CHAYADEEP PROPERTIES PRIVATE LIMITED","Promoter Group","Equity Shares","525730","1.96",,"10000","100000","Pledge Invoke","Equity Shares","515730","1.92","07-May-2020","07-May-2020","12-May-2020","Invocation of pledge","-","-","0","0","0","0","NA","-","13-May-2020 12:05","https://archives.nseindia.com/corporate/xbrl/IT_1072382_254099_13052020120531_WEB.xml"
"SOLARA","Solara Active Pharma Sciences Limited","7(2)","PRONOMZ VENTURES LLP","Promoter Group","Equity Shares","3190831","11.88",,"2100833","21008330","Pledge Invoke","Equity Shares","1089998","4.06","07-May-2020","07-May-2020","12-May-2020","Invocation of pledge","-","-","0","0","0","0","NA","-","13-May-2020 12:05","https://archives.nseindia.com/corporate/xbrl/IT_1072382_254099_13052020120531_WEB.xml"
"SOLARA","Solara Active Pharma Sciences Limited","7(2)","Karuna Ventures Private Limited","Promoter Group","Equity Shares","103333","0.38",,"103000","1030000","Pledge Invoke","Equity Shares","333","0.01","07-May-2020","07-May-2020","12-May-2020","Invocation of pledge","-","-","0","0","0","0","NA","-","13-May-2020 12:05","https://archives.nseindia.com/corporate/xbrl/IT_1072382_254099_13052020120531_WEB.xml"
"SOLARA","Solara Active Pharma Sciences Limited","7(2)","CHAYADEEP VENTURES LLP","Promoter Group","Equity Shares","1005000","3.74",,"750000","7500000","Pledge Invoke","Equity Shares","255000","0.95","02-May-2020","02-May-2020","12-May-2020","Invocation of pledge","-","-","0","0","0","0","NA","-","13-May-2020 12:05","https://archives.nseindia.com/corporate/xbrl/IT_1072382_254099_13052020120531_WEB.xml"
"SOLARA","Solara Active Pharma Sciences Limited","7(2)","AGNUS CAPITAL LLP","Promoter Group","Equity Shares","849635","3.16",,"329000","3290000","Pledge Invoke","Equity Shares","520635","1.94","07-May-2020","07-May-2020","12-May-2020","Invocation of pledge","-","-","0","0","0","0","NA","-","13-May-2020 12:05","https://archives.nseindia.com/corporate/xbrl/IT_1072382_254099_13052020120531_WEB.xml"
"SOLARA","Solara Active Pharma Sciences Limited","7(2)","PRONOMZ VENTURES LLP","Promoter Group","Equity Shares","3190831","11.88",,"388000","3880000","Pledge Invoke","Equity Shares","2802831","10.44","07-May-2020","07-May-2020","12-May-2020","Invocation of pledge","-","-","0","0","0","0","NA","-","13-May-2020 12:05","https://archives.nseindia.com/corporate/xbrl/IT_1072382_254099_13052020120531_WEB.xml"
"SOLARA","Solara Active Pharma Sciences Limited","7(2)","Arunkumar Pillai","Promoters","Equity Shares","1668463","6.21",,"87333","873330","Pledge Invoke","Equity Shares","1581130","5.29","07-May-2020","07-May-2020","12-May-2020","Invocation of pledge","-","-","0","0","0","0","NA","-","13-May-2020 12:05","https://archives.nseindia.com/corporate/xbrl/IT_1072382_254099_13052020120531_WEB.xml"
"SOLARA","Solara Active Pharma Sciences Limited","7(2)","Arunkumar Pillai","Promoters","Equity Shares","1668463","6.21",,"950426","9504260","Pledge Invoke","Equity Shares","718037","2.67","07-May-2020","07-May-2020","12-May-2020","Invocation of pledge","-","-","0","0","0","0","NA","-","13-May-2020 12:05","https://archives.nseindia.com/corporate/xbrl/IT_1072382_254099_13052020120531_WEB.xml"
"SOLARA","Solara Active Pharma Sciences Limited","7(2)","CHAYADEEP VENTURES LLP","Promoter Group","Equity Shares","1005000","3.74",,"252730","2527300","Pledge Invoke","Equity Shares","752270","2.8","07-May-2020","07-May-2020","12-May-2020","Invocation of pledge","-","-","0","0","0","0","NA","-","13-May-2020 12:05","https://archives.nseindia.com/corporate/xbrl/IT_1072382_254099_13052020120531_WEB.xml"
"AUBANK","AU Small Finance Bank Limited","7(2)","Uttam Tibrewal","Director","Equity Shares","3544673","1.16",,"1129577","579077650","Pledge","Equity Shares","3544673","1.16","29-Apr-2020","29-Apr-2020","04-May-2020","Pledge Creation","-","-","0","0","0","0","NA","-","13-May-2020 08:46","https://archives.nseindia.com/corporate/xbrl/IT_1072380_253853_13052020084610_WEB.xml"
