"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"AARTIIND","Aarti Industries Limited","7(2)","HEENA BHATIA","Promoter Group","Equity Shares","620288","0.36",,"9000","8365545","Sell","Equity Shares","611288","0.35","30-Jun-2020","30-Jun-2020","01-Jul-2020","Market Sale","-","-","0","0","0","0","NSE","-","01-Jul-2020 20:34","https://archives.nseindia.com/corporate/xbrl/IT_1074721_273285_01072020083440_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","PIYUSH B TRIVEDI","Employees/Designated Employees","Equity Shares","60100","0",,"10000","13601600","Sell","Equity Shares","50100","0","30-Jun-2020","30-Jun-2020","01-Jul-2020","Market Sale","-","-","0","0","0","0","NSE","-","01-Jul-2020 20:07","https://archives.nseindia.com/corporate/xbrl/IT_1074719_273279_01072020080715_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Jaise Isaac","Employees/Designated Employees","Equity Shares","2325","0",,"1000","1372000","Sell","Equity Shares","1325","0","30-Jun-2020","30-Jun-2020","01-Jul-2020","Market Sale","-","-","0","0","0","0","NSE","-","01-Jul-2020 20:07","https://archives.nseindia.com/corporate/xbrl/IT_1074719_273279_01072020080715_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","PRAVEEN TRIVEDI","Employees/Designated Employees","Equity Shares","204975","0",,"26025","9100000","Sell","Equity Shares","178950","0","30-Jun-2020","30-Jun-2020","01-Jul-2020","Market Sale","-","-","0","0","0","0","NSE","-","01-Jul-2020 20:04","https://archives.nseindia.com/corporate/xbrl/IT_1074718_273276_01072020080457_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","Subhash Subramaniam","Employees/Designated Employees","Equity Shares","10500","0",,"5000","1765000","Sell","Equity Shares","5500","0","30-Jun-2020","30-Jun-2020","30-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","01-Jul-2020 20:04","https://archives.nseindia.com/corporate/xbrl/IT_1074718_273276_01072020080457_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","SANKARANARAYAN R","Employees/Designated Employees","Equity Shares","160000","0.01",,"3000","5312040","Sell","Equity Shares","157000","0.01","30-Jun-2020","30-Jun-2020","30-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","01-Jul-2020 20:03","https://archives.nseindia.com/corporate/xbrl/IT_1074716_273274_01072020080346_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","VARMA AJAY","Employees/Designated Employees","Equity Shares","25681","0",,"22732","40644816","Pledge","Equity Shares","25681","0","30-Jun-2020","30-Jun-2020","30-Jun-2020","Pledge Creation","-","-","0","0","0","0","NA","-","01-Jul-2020 20:03","https://archives.nseindia.com/corporate/xbrl/IT_1074716_273274_01072020080346_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","RAJALAXMI KUMAR","Employees/Designated Employees","Equity Shares","65700","0",,"2300","4096300","Sell","Equity Shares","63400","0","30-Jun-2020","30-Jun-2020","30-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","01-Jul-2020 20:03","https://archives.nseindia.com/corporate/xbrl/IT_1074716_273274_01072020080346_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","TANDON RAJAN","Employees/Designated Employees","Equity Shares","50816","0",,"25000","44375000","Pledge","Equity Shares","50816","0","30-Jun-2020","30-Jun-2020","30-Jun-2020","Pledge Creation","-","-","0","0","0","0","NA","-","01-Jul-2020 20:03","https://archives.nseindia.com/corporate/xbrl/IT_1074716_273274_01072020080346_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","PRAVEEN R SIKCHI","Employees/Designated Employees","Equity Shares","34204","0",,"4500","7952670","Pledge Revoke","Equity Shares","34204","0","30-Jun-2020","30-Jun-2020","30-Jun-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","01-Jul-2020 20:03","https://archives.nseindia.com/corporate/xbrl/IT_1074716_273274_01072020080346_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","PRAVEEN R SIKCHI","Employees/Designated Employees","Equity Shares","34554","0",,"350","618503","Sell","Equity Shares","34204","0","26-Jun-2020","26-Jun-2020","30-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","01-Jul-2020 20:03","https://archives.nseindia.com/corporate/xbrl/IT_1074716_273274_01072020080346_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","PRAVEEN R SIKCHI","Employees/Designated Employees","Equity Shares","34204","0",,"32254","56159052","Pledge","Equity Shares","34204","0","30-Jun-2020","30-Jun-2020","30-Jun-2020","Pledge Creation","-","-","0","0","0","0","NA","-","01-Jul-2020 20:03","https://archives.nseindia.com/corporate/xbrl/IT_1074716_273274_01072020080346_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","PRAVEEN R SIKCHI","Employees/Designated Employees","Equity Shares","34204","0",,"4500","7952670","Sell","Equity Shares","29704","0","30-Jun-2020","30-Jun-2020","30-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","01-Jul-2020 20:03","https://archives.nseindia.com/corporate/xbrl/IT_1074716_273274_01072020080346_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","PRAVEEN R SIKCHI","Employees/Designated Employees","Equity Shares","29704","0",,"1850","3258738","Sell","Equity Shares","27854","0","30-Jun-2020","30-Jun-2020","30-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","01-Jul-2020 20:03","https://archives.nseindia.com/corporate/xbrl/IT_1074716_273274_01072020080346_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","SURESH KUMAR K","Employees/Designated Employees","Equity Shares","401058","0.02",,"111250","195243750","Pledge","Equity Shares","401058","0.02","30-Jun-2020","30-Jun-2020","30-Jun-2020","Pledge Creation","-","-","0","0","0","0","NA","-","01-Jul-2020 20:03","https://archives.nseindia.com/corporate/xbrl/IT_1074716_273274_01072020080346_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","GOEL VIKRAM","Employees/Designated Employees","Equity Shares","22000","0",,"250","438663","Pledge","Equity Shares","22000","0","30-Jun-2020","30-Jun-2020","30-Jun-2020","Pledge Creation","-","-","0","0","0","0","NA","-","01-Jul-2020 20:03","https://archives.nseindia.com/corporate/xbrl/IT_1074716_273274_01072020080346_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","GOEL VIKRAM","Employees/Designated Employees","Equity Shares","22000","0",,"12750","22371788","Pledge","Equity Shares","22000","0","30-Jun-2020","30-Jun-2020","30-Jun-2020","Pledge Creation","-","-","0","0","0","0","NA","-","01-Jul-2020 20:03","https://archives.nseindia.com/corporate/xbrl/IT_1074716_273274_01072020080346_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","KAMAKHAYA PRASHAD AGGARWAL","Employees/Designated Employees","Equity Shares","31621","0",,"25000","43866250","Pledge","Equity Shares","31621","0","30-Jun-2020","30-Jun-2020","30-Jun-2020","Pledge Creation","-","-","0","0","0","0","NA","-","01-Jul-2020 20:03","https://archives.nseindia.com/corporate/xbrl/IT_1074716_273274_01072020080346_WEB.xml"
"WHEELS","Wheels India Limited","7(2)","India Motor Parts & Accessories Limited","Promoter Group","Equity Shares","Nil","0",,"514000","219786400","Buy","Equity Shares","514000","2.14","29-Jun-2020","29-Jun-2020","30-Jun-2020","Market Purchase","-","-","0","0","0","0","BSE","-","01-Jul-2020 20:01","https://archives.nseindia.com/corporate/xbrl/IT_1074715_273270_01072020080130_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Anjum Swaroop","Employees/Designated Employees","Equity Shares","2350","0",,"2545","10200233","Buy","Equity Shares","4895","0","27-Jun-2020","27-Jun-2020","30-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","01-Jul-2020 19:55","https://archives.nseindia.com/corporate/xbrl/IT_1074713_273262_01072020075516_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Anil Namboodiripad","Employees/Designated Employees","Equity Shares","12328","0.01",,"1812","7033550","Buy","Equity Shares","14140","0.01","27-Jun-2020","27-Jun-2020","30-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","01-Jul-2020 19:55","https://archives.nseindia.com/corporate/xbrl/IT_1074713_273262_01072020075516_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Harindranath Nagaradona","Employees/Designated Employees","Equity Shares","2183","0",,"584","2353608","Buy","Equity Shares","2767","0","27-Jun-2020","27-Jun-2020","29-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","01-Jul-2020 19:55","https://archives.nseindia.com/corporate/xbrl/IT_1074713_273262_01072020075516_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","C Swaminathan","Employees/Designated Employees","Equity Shares","1113","0",,"462","1880918","Buy","Equity Shares","1575","0","27-Jun-2020","27-Jun-2020","29-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","01-Jul-2020 19:55","https://archives.nseindia.com/corporate/xbrl/IT_1074713_273262_01072020075516_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Sauri Gudlavalleti","Employees/Designated Employees","Equity Shares","776","0",,"973","3921336","Buy","Equity Shares","1749","0","27-Jun-2020","27-Jun-2020","29-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","01-Jul-2020 19:55","https://archives.nseindia.com/corporate/xbrl/IT_1074713_273262_01072020075516_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Namrata Gill Tyagi","Employees/Designated Employees","Equity Shares","1254","0",,"325","1298482","Buy","Equity Shares","1579","0","27-Jun-2020","27-Jun-2020","30-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","01-Jul-2020 19:55","https://archives.nseindia.com/corporate/xbrl/IT_1074713_273262_01072020075516_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","C Nirmala Raju","Employees/Designated Employees","Equity Shares","Nil","0",,"488","1963621","Buy","Equity Shares","488","0","27-Jun-2020","27-Jun-2020","29-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","01-Jul-2020 19:55","https://archives.nseindia.com/corporate/xbrl/IT_1074713_273262_01072020075516_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","A. Karunakar","Employees/Designated Employees","Equity Shares","Nil","0",,"413","1664452","Buy","Equity Shares","413","0","27-Jun-2020","27-Jun-2020","29-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","01-Jul-2020 19:55","https://archives.nseindia.com/corporate/xbrl/IT_1074713_273262_01072020075516_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Dr. Reddy's Employees ESOS","Other","Equity Shares","371325","0.22",,"1125","4509563","Sell","Equity Shares","370200","0.22","27-Jun-2020","27-Jun-2020","30-Jun-2020","Off Market","-","-","0","0","0","0","NA","-","01-Jul-2020 19:55","https://archives.nseindia.com/corporate/xbrl/IT_1074713_273262_01072020075516_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Yugandhar Puvvala","Employees/Designated Employees","Equity Shares","2390","0",,"800","3206800","Buy","Equity Shares","3190","0","27-Jun-2020","27-Jun-2020","29-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","01-Jul-2020 19:55","https://archives.nseindia.com/corporate/xbrl/IT_1074713_273262_01072020075516_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Raghvendra Prasad","Employees/Designated Employees","Equity Shares","75","0",,"325","1302763","Buy","Equity Shares","400","0","27-Jun-2020","27-Jun-2020","30-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","01-Jul-2020 19:55","https://archives.nseindia.com/corporate/xbrl/IT_1074713_273262_01072020075516_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Raghvendra Prasad","Employees/Designated Employees","Equity Shares","Nil","0",,"75","300638","Buy","Equity Shares","75","0","27-Jun-2020","27-Jun-2020","30-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","01-Jul-2020 19:55","https://archives.nseindia.com/corporate/xbrl/IT_1074713_273262_01072020075516_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Srinivasa Rao","Employees/Designated Employees","Equity Shares","600","0",,"1244","5013507","Buy","Equity Shares","1844","0","27-Jun-2020","27-Jun-2020","29-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","01-Jul-2020 19:55","https://archives.nseindia.com/corporate/xbrl/IT_1074713_273262_01072020075516_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Mr John Roosenberg II","Employees/Designated Employees","Equity Shares","Nil","0",,"491","1998984","Buy","Equity Shares","491","0","27-Jun-2020","27-Jun-2020","29-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","01-Jul-2020 19:55","https://archives.nseindia.com/corporate/xbrl/IT_1074713_273262_01072020075516_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Milan Kalawadia","Employees/Designated Employees","Equity Shares","4666","0",,"2675","10794240","Buy","Equity Shares","7341","0","27-Jun-2020","27-Jun-2020","29-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","01-Jul-2020 19:55","https://archives.nseindia.com/corporate/xbrl/IT_1074713_273262_01072020075516_WEB.xml"
"MEP","MEP Infrastructure Developers Limited","7(2)","A J Tolls Private Limited","Promoter Group","Equity Shares","30494432","16.62",,"1357107","27006429","Pledge Revoke","Equity Shares","30494432","16.62","29-Jun-2020","29-Jun-2020","01-Jul-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","01-Jul-2020 19:53","https://archives.nseindia.com/corporate/xbrl/IT_1074712_273252_01072020075337_WEB.xml"
"MOTILALOFS","Motilal Oswal Financial Services Limited","7(2)","Samir Vira","Employees/Designated Employees","Equity Shares","7562","0.01",,"7000","4131320","Sell","Equity Shares","562","0","29-Jun-2020","29-Jun-2020","29-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","01-Jul-2020 19:40","https://archives.nseindia.com/corporate/xbrl/IT_1074708_273238_01072020074045_WEB.xml"
"WHEELS","Wheels India Limited","7(2)","Titan Europe Limited","Promoters","Equity Shares","3612091","15.01",,"3612091","1545154836","Sell","Equity Shares","Nil","0","26-Jun-2020","29-Jun-2020","30-Jun-2020","Market Sale","-","-","0","0","0","0","BSE,NSE","-","01-Jul-2020 19:40","https://archives.nseindia.com/corporate/xbrl/IT_1074707_273236_01072020074025_WEB.xml"
"ADANIPORTS","Adani Ports and Special Economic Zone Limited","7(2)","Flourishing Trade and Investment Ltd","Promoter Group","Equity Shares","23587196","1.16",,"719500","249999642","Buy","Equity Shares","24306696","1.2","30-Jun-2020","30-Jun-2020","30-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","01-Jul-2020 19:34","https://archives.nseindia.com/corporate/xbrl/IT_1074705_273231_01072020073408_WEB.xml"
"ABFRL","Aditya Birla Fashion and Retail Limited","7(2)","Krishna Kishore Maheshwari","Employees/Designated Employees","Equity Shares","106095","0.01",,"10000","1269373","Sell","Equity Shares","96095","0.01","30-Jun-2020","30-Jun-2020","01-Jul-2020","Market Sale","-","-","0","0","0","0","NSE","-","01-Jul-2020 19:27","https://archives.nseindia.com/corporate/xbrl/IT_1074702_273228_01072020072659_WEB.xml"
"WHEELS","Wheels India Limited","7(2)","Sundaram Finance Holdings Limited","Promoters","Equity Shares","4469917","18.57",,"1131200","483701120","Buy","Equity Shares","5601117","23.27","29-Jun-2020","29-Jun-2020","30-Jun-2020","Inter-se-Transfer","-","-","0","0","0","0","BSE","-","01-Jul-2020 19:25","https://archives.nseindia.com/corporate/xbrl/IT_1074701_273226_01072020072508_WEB.xml"
"VGUARD","V-Guard Industries Limited","7(2)","Antony Sebastian K","Employees/Designated Employees","Equity Shares","340216","0.08",,"2000","354159","Sell","Equity Shares","338216","0.08","24-Jun-2020","30-Jun-2020","30-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","01-Jul-2020 19:19","https://archives.nseindia.com/corporate/xbrl/IT_1074699_273221_01072020071943_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","J Rajaraman","Other","Equity Shares","12000","0",,"200","346790","Sell","Equity Shares","11800","0","26-Jun-2020","26-Jun-2020","26-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","01-Jul-2020 19:08","https://archives.nseindia.com/corporate/xbrl/IT_1074696_273204_01072020070855_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","J Rajaraman","Other","Equity Shares","11600","0",,"300","521970","Sell","Equity Shares","11300","0","30-Jun-2020","30-Jun-2020","30-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","01-Jul-2020 19:08","https://archives.nseindia.com/corporate/xbrl/IT_1074696_273204_01072020070855_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","J Rajaraman","Other","Equity Shares","Nil","0",,"800","251400","Buy","Equity Shares","800","0","11-Jun-2020","11-Jun-2020","16-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","01-Jul-2020 19:08","https://archives.nseindia.com/corporate/xbrl/IT_1074696_273204_01072020070855_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","J Rajaraman","Other","Equity Shares","11800","0",,"200","344650","Sell","Equity Shares","11600","0","29-Jun-2020","29-Jun-2020","29-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","01-Jul-2020 19:08","https://archives.nseindia.com/corporate/xbrl/IT_1074696_273204_01072020070855_WEB.xml"
"MOKSH","Moksh Ornaments Limited","7(2)","Purvesh Amrit Shah","Promoters","Equity Shares","141001","1.31",,"24000","0","Buy","Equity Shares","165001","1.54","29-Jun-2020","29-Jun-2020","01-Jul-2020","Market Purchase","-","-","0","0","0","0","NSE","-","01-Jul-2020 19:04","https://archives.nseindia.com/corporate/xbrl/IT_1074694_273199_01072020070434_WEB.xml"
"SUNFLAG","Sunflag Iron And Steel Company Limited","7(2)","Mr. Charanjiv Dhawan","Immediate relative","Equity Shares","212512","0.12",,"73115","2776735","Sell","Equity Shares","139397","0.08","30-Jun-2020","30-Jun-2020","01-Jul-2020","Market Sale","-","-","0","0","0","0","BSE,NSE","-","01-Jul-2020 18:56","https://archives.nseindia.com/corporate/xbrl/IT_1074692_273189_01072020065620_WEB.xml"
"NAUKRI","Info Edge (India) Limited","7(2)","Hitesh Oberoi","Director","Equity Shares","6497608","5.3",,"500","1385000","Sell","Equity Shares","6497108","5.3","30-Jun-2020","30-Jun-2020","01-Jul-2020","Market Sale","-","-","0","0","0","0","NSE","-","01-Jul-2020 18:54","https://archives.nseindia.com/corporate/xbrl/IT_1074691_273185_01072020065401_WEB.xml"
"NAUKRI","Info Edge (India) Limited","7(2)","Endeavour Holding Trust","Promoter Group","Equity Shares","8306673","6.78",,"454","1257580","Sell","Equity Shares","8306219","6.78","30-Jun-2020","30-Jun-2020","01-Jul-2020","Market Sale","-","-","0","0","0","0","NSE","-","01-Jul-2020 18:54","https://archives.nseindia.com/corporate/xbrl/IT_1074691_273185_01072020065401_WEB.xml"
"DIXON","Dixon Technologies (India) Limited","7(2)","MUNEESH DHAWAN","Employees/Designated Employees","Equity Shares","400","0",,"100","568100","Sell","Equity Shares","300","0","30-Jun-2020","30-Jun-2020","01-Jul-2020","Market Sale","-","-","0","0","0","0","NSE","-","01-Jul-2020 18:46","https://archives.nseindia.com/corporate/xbrl/IT_1074687_273181_01072020064655_WEB.xml"
"DIXON","Dixon Technologies (India) Limited","7(2)","KAILASH CHANDER SHARMA","Employees/Designated Employees","Equity Shares","10795","0.09",,"200","1120000","Sell","Equity Shares","10595","0.09","29-Jun-2020","29-Jun-2020","30-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","01-Jul-2020 18:46","https://archives.nseindia.com/corporate/xbrl/IT_1074687_273181_01072020064655_WEB.xml"
"DIXON","Dixon Technologies (India) Limited","7(2)","ABHIJT KOTNIS","Employees/Designated Employees","Equity Shares","4500","0.04",,"600","3372000","Sell","Equity Shares","3900","0.03","30-Jun-2020","30-Jun-2020","01-Jul-2020","Market Sale","-","-","0","0","0","0","NSE","-","01-Jul-2020 18:46","https://archives.nseindia.com/corporate/xbrl/IT_1074687_273181_01072020064655_WEB.xml"
"DIXON","Dixon Technologies (India) Limited","7(2)","KAILASH CHANDER SHARMA","Employees/Designated Employees","Equity Shares","10595","0.09",,"315","1792447","Sell","Equity Shares","10280","0.09","30-Jun-2020","30-Jun-2020","30-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","01-Jul-2020 18:46","https://archives.nseindia.com/corporate/xbrl/IT_1074687_273181_01072020064655_WEB.xml"
"IEX","Indian Energy Exchange Limited","7(2)","DEVEN D PATEL","Employees/Designated Employees","Equity Shares","19436","0.01",,"10200","765000","Buy","Equity Shares","29636","0.01","26-Jun-2020","26-Jun-2020","29-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","01-Jul-2020 18:25","https://archives.nseindia.com/corporate/xbrl/IT_1074685_273176_01072020062531_WEB.xml"
"IEX","Indian Energy Exchange Limited","7(2)","VAIBHAV PRAMOD AGGARWAL","Employees/Designated Employees","Equity Shares","Nil","0",,"17000","1275000","Buy","Equity Shares","17000","0.01","26-Jun-2020","26-Jun-2020","29-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","01-Jul-2020 18:25","https://archives.nseindia.com/corporate/xbrl/IT_1074685_273176_01072020062531_WEB.xml"
