"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Jay Manilal Savla","Promoter Group","Equity Shares","105837","0.45",,"5000","5502409","Sell","Equity Shares","100837","0.43","22-Jun-2020","22-Jun-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Jun-2020 23:49","https://archives.nseindia.com/corporate/xbrl/IT_1074186_268427_24062020114925_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Jigna Hiren Shah","Promoter Group","Equity Shares","130790","0.56",,"5000","5592444","Sell","Equity Shares","125790","0.54","22-Jun-2020","22-Jun-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Jun-2020 23:46","https://archives.nseindia.com/corporate/xbrl/IT_1074183_268423_24062020114628_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Mirik Rajendra Gogri","Promoter Group","Equity Shares","508160","2.18",,"5000","5282942","Sell","Equity Shares","503160","2.16","19-Jun-2020","19-Jun-2020","22-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Jun-2020 23:43","https://archives.nseindia.com/corporate/xbrl/IT_1074181_268420_24062020114316_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Renil Rajendra Gogri","Promoter Group","Equity Shares","501269","2.15",,"5000","5281474","Sell","Equity Shares","496269","2.13","19-Jun-2020","19-Jun-2020","22-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Jun-2020 23:37","https://archives.nseindia.com/corporate/xbrl/IT_1074179_268415_24062020113729_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Rajendra Vallabhaji. Gogri","Promoters","Equity Shares","205474","0.88",,"10000","10533118","Sell","Equity Shares","195474","0.84","19-Jun-2020","19-Jun-2020","22-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Jun-2020 23:33","https://archives.nseindia.com/corporate/xbrl/IT_1074177_268412_24062020113339_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Jay Manilal Savla (Momi's Trust)","Promoter Group","Equity Shares","161218","0.69",,"1500","1592966","Sell","Equity Shares","159718","0.69","18-Jun-2020","18-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","22-Jun-2020 22:21","https://archives.nseindia.com/corporate/xbrl/IT_1073985_267527_22062020102114_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Jay Manilal Savla (Momi's Trust)","Promoter Group","Equity Shares","159718","0.69",,"1500","1585872","Sell","Equity Shares","158218","0.68","19-Jun-2020","19-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","22-Jun-2020 22:21","https://archives.nseindia.com/corporate/xbrl/IT_1073985_267527_22062020102114_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Jay Manilal Savla (Momi's Trust)","Promoter Group","Equity Shares","164218","0.7",,"3000","3115463","Sell","Equity Shares","161218","0.69","17-Jun-2020","17-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","22-Jun-2020 22:21","https://archives.nseindia.com/corporate/xbrl/IT_1073985_267527_22062020102114_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Paridhi Business Trust","Promoter Group","Equity Shares","100000","0.43",,"50000","47612664","Buy","Equity Shares","150000","0.64","16-Jun-2020","16-Jun-2020","18-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","22-Jun-2020 22:13","https://archives.nseindia.com/corporate/xbrl/IT_1073983_267524_22062020101301_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Safechem Enterprises Private Limited","Promoter Group","Equity Shares","355636","1.53",,"5000","5187620","Sell","Equity Shares","350636","1.5","17-Jun-2020","17-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","22-Jun-2020 22:04","https://archives.nseindia.com/corporate/xbrl/IT_1073980_267518_22062020100452_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Safechem Enterprises Private Limited","Promoter Group","Equity Shares","385636","1.66",,"30000","28788972","Sell","Equity Shares","355636","1.53","16-Jun-2020","16-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 00:35","https://archives.nseindia.com/corporate/xbrl/IT_1073896_267004_20062020123507_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Rajendra Vallabhaji. Gogri","Promoters","Equity Shares","315474","1.35",,"100000","94913102","Sell","Equity Shares","215474","0.92","16-Jun-2020","16-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 00:30","https://archives.nseindia.com/corporate/xbrl/IT_1073894_267001_20062020123013_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Rajendra Vallabhaji. Gogri","Promoters","Equity Shares","215474","0.92",,"5000","5249711","Sell","Equity Shares","210474","0.9","17-Jun-2020","17-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 00:30","https://archives.nseindia.com/corporate/xbrl/IT_1073894_267001_20062020123013_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Rajendra Vallabhaji. Gogri","Promoters","Equity Shares","210474","0.9",,"5000","5235339","Sell","Equity Shares","205474","0.88","18-Jun-2020","18-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 00:30","https://archives.nseindia.com/corporate/xbrl/IT_1073894_267001_20062020123013_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Renil Rajendra Gogri","Promoter Group","Equity Shares","616269","2.64",,"100000","94828874","Sell","Equity Shares","516269","2.22","16-Jun-2020","16-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 00:18","https://archives.nseindia.com/corporate/xbrl/IT_1073892_266998_20062020121849_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Renil Rajendra Gogri","Promoter Group","Equity Shares","516269","2.22",,"5000","5232354","Sell","Equity Shares","511269","2.19","17-Jun-2020","17-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 00:18","https://archives.nseindia.com/corporate/xbrl/IT_1073892_266998_20062020121849_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Renil Rajendra Gogri","Promoter Group","Equity Shares","511269","2.19",,"10000","10400015","Sell","Equity Shares","501269","2.15","18-Jun-2020","18-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 00:18","https://archives.nseindia.com/corporate/xbrl/IT_1073892_266998_20062020121849_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Paridhi Business Trust","Promoter Group","Equity Shares","Nil","0",,"100000","95181636","Buy","Equity Shares","100000","0.43","16-Jun-2020","16-Jun-2020","18-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","20-Jun-2020 00:14","https://archives.nseindia.com/corporate/xbrl/IT_1073890_266995_20062020121447_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Mirik Rajendra Gogri","Promoter Group","Equity Shares","518160","2.22",,"10000","10445613","Sell","Equity Shares","508160","2.18","18-Jun-2020","18-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 23:54","https://archives.nseindia.com/corporate/xbrl/IT_1073883_266980_19062020115451_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Mirik Rajendra Gogri","Promoter Group","Equity Shares","523160","2.25",,"5000","5281775","Sell","Equity Shares","518160","2.22","17-Jun-2020","17-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 23:54","https://archives.nseindia.com/corporate/xbrl/IT_1073883_266980_19062020115451_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Mirik Rajendra Gogri","Promoter Group","Equity Shares","623160","2.67",,"100000","94829153","Sell","Equity Shares","523160","2.25","16-Jun-2020","16-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 23:54","https://archives.nseindia.com/corporate/xbrl/IT_1073883_266980_19062020115451_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Jay Manilal Savla (Momi's Trust)","Promoter Group","Equity Shares","165218","0.71",,"1000","1006577","Sell","Equity Shares","164218","0.7","16-Jun-2020","16-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 23:47","https://archives.nseindia.com/corporate/xbrl/IT_1073880_266975_19062020114723_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Indira M Dedhia","Promoter Group","Equity Shares","45450","0.2",,"10000","9530970","Buy","Equity Shares","55450","0.24","16-Jun-2020","16-Jun-2020","18-Jun-2020","Market Purchase","-","-","0","0","0","0","BSE","-","19-Jun-2020 23:07","https://archives.nseindia.com/corporate/xbrl/IT_1073875_266968_19062020110759_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","DILESH ROADLINES PVT LTD","Promoter Group","Equity Shares","64696","0.28",,"60000","57108281","Buy","Equity Shares","124696","0.54","16-Jun-2020","16-Jun-2020","18-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","19-Jun-2020 23:03","https://archives.nseindia.com/corporate/xbrl/IT_1073873_266965_19062020110337_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Harshit Manilal. Savla","Promoters","Equity Shares","1072125","4.6",,"30000","28584408","Buy","Equity Shares","1102125","4.73","16-Jun-2020","16-Jun-2020","18-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","19-Jun-2020 21:44","https://archives.nseindia.com/corporate/xbrl/IT_1073871_266954_19062020094426_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Jaya C. Gogri","Promoter Group","Equity Shares","325978","1.4",,"10000","9856295","Buy","Equity Shares","335978","1.44","08-Jun-2020","08-Jun-2020","10-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","11-Jun-2020 17:35","https://archives.nseindia.com/corporate/xbrl/IT_1073389_264779_11062020053547_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Jaya C. Gogri","Promoter Group","Equity Shares","335978","1.44",,"14546","14397295","Buy","Equity Shares","350524","1.5","09-Jun-2020","09-Jun-2020","10-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","11-Jun-2020 17:35","https://archives.nseindia.com/corporate/xbrl/IT_1073389_264779_11062020053547_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Jigna Hiren Shah","Promoter Group","Equity Shares","134806","0.58",,"4016","4070163","Sell","Equity Shares","130790","0.56","04-Jun-2020","04-Jun-2020","05-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","08-Jun-2020 18:12","https://archives.nseindia.com/corporate/xbrl/IT_1073184_264123_08062020061200_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Jay Manilal Savla","Promoter Group","Equity Shares","110837","0.48",,"5000","5004451","Sell","Equity Shares","105837","0.45","04-Jun-2020","04-Jun-2020","05-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","08-Jun-2020 18:10","https://archives.nseindia.com/corporate/xbrl/IT_1073183_264121_08062020061028_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Jay Manilal Savla (Momi's Trust)","Promoter Group","Equity Shares","167218","0.72",,"1000","989910","Sell","Equity Shares","166218","0.71","03-Jun-2020","03-Jun-2020","05-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","08-Jun-2020 18:09","https://archives.nseindia.com/corporate/xbrl/IT_1073182_264119_08062020060918_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Jay Manilal Savla (Momi's Trust)","Promoter Group","Equity Shares","166218","0.71",,"1000","1017036","Sell","Equity Shares","165218","0.71","04-Jun-2020","04-Jun-2020","05-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","08-Jun-2020 18:09","https://archives.nseindia.com/corporate/xbrl/IT_1073182_264119_08062020060918_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Safechem Enterprises Private Limited","Promoter Group","Equity Shares","395636","1.7",,"10000","8587687","Sell","Equity Shares","385636","1.66","26-May-2020","26-May-2020","29-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","02-Jun-2020 18:48","https://archives.nseindia.com/corporate/xbrl/IT_1072923_263113_02062020064821_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Jay Manilal Savla (Momi's Trust)","Promoter Group","Equity Shares","169218","0.73",,"1000","886406","Sell","Equity Shares","168218","0.72","27-May-2020","27-May-2020","29-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","01-Jun-2020 17:38","https://archives.nseindia.com/corporate/xbrl/IT_1072858_262925_01062020053827_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Jay Manilal Savla (Momi's Trust)","Promoter Group","Equity Shares","168218","0.72",,"1000","902082","Sell","Equity Shares","167218","0.72","28-May-2020","28-May-2020","29-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","01-Jun-2020 17:38","https://archives.nseindia.com/corporate/xbrl/IT_1072858_262925_01062020053827_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Jigna Hiren Shah","Promoter Group","Equity Shares","139806","0.6",,"5000","4599634","Sell","Equity Shares","134806","0.58","28-May-2020","28-May-2020","29-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","01-Jun-2020 17:04","https://archives.nseindia.com/corporate/xbrl/IT_1072851_262915_01062020050359_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Jay Manilal Savla","Promoter Group","Equity Shares","115837","0.5",,"5000","4488571","Sell","Equity Shares","110837","0.48","28-May-2020","28-May-2020","29-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","01-Jun-2020 16:58","https://archives.nseindia.com/corporate/xbrl/IT_1072849_262911_01062020045822_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Jay Manilal Savla (Momi's Trust)","Promoter Group","Equity Shares","170218","0.73",,"1000","881429","Sell","Equity Shares","169218","0.73","26-May-2020","26-May-2020","28-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","01-Jun-2020 16:24","https://archives.nseindia.com/corporate/xbrl/IT_1072845_262902_01062020042455_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Jay Manilal Savla","Promoter Group","Equity Shares","120837","0.52",,"5000","4303093","Sell","Equity Shares","115837","0.5","22-May-2020","22-May-2020","25-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","27-May-2020 19:49","https://archives.nseindia.com/corporate/xbrl/IT_1072712_261509_27052020074911_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Jay Manilal Savla","Promoter Group","Equity Shares","125837","0.54",,"5000","4087828","Sell","Equity Shares","120837","0.52","21-May-2020","21-May-2020","25-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","27-May-2020 19:49","https://archives.nseindia.com/corporate/xbrl/IT_1072712_261509_27052020074911_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Jigna Hiren Shah","Promoter Group","Equity Shares","141806","0.61",,"2000","1721772","Sell","Equity Shares","139806","0.6","22-May-2020","22-May-2020","25-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","27-May-2020 19:45","https://archives.nseindia.com/corporate/xbrl/IT_1072711_261507_27052020074557_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Jigna Hiren Shah","Promoter Group","Equity Shares","144806","0.62",,"3000","2451030","Sell","Equity Shares","141806","0.61","21-May-2020","21-May-2020","25-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","27-May-2020 19:45","https://archives.nseindia.com/corporate/xbrl/IT_1072711_261507_27052020074557_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Jay Manilal Savla (Momi's Trust)","Promoter Group","Equity Shares","172218","0.74",,"2000","1618504","Sell","Equity Shares","170218","0.73","21-May-2020","21-May-2020","25-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","27-May-2020 19:42","https://archives.nseindia.com/corporate/xbrl/IT_1072710_261504_27052020074212_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Rashesh Chandrakant Gogri","Promoter Group","Equity Shares","1019309","4.37",,"34636","26908830","Buy","Equity Shares","1053945","4.52","18-May-2020","18-May-2020","20-May-2020","Market Purchase","-","-","0","0","0","0","NSE","-","22-May-2020 19:44","https://archives.nseindia.com/corporate/xbrl/IT_1072622_260587_22052020074440_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Jay Manilal Savla  (Momi's Trust)","Promoter Group","Equity Shares","282218","1.21",,"110000","85823587","Sell","Equity Shares","172218","0.74","18-May-2020","18-May-2020","20-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","22-May-2020 19:44","https://archives.nseindia.com/corporate/xbrl/IT_1072622_260587_22052020074440_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Jay Manilal Savla","Promoter Group","Equity Shares","135837","0.58",,"10000","8042917","Sell","Equity Shares","125837","0.54","18-May-2020","18-May-2020","20-May-2020","Market Sale","-","-","0","0","0","0","NSE","-","22-May-2020 19:44","https://archives.nseindia.com/corporate/xbrl/IT_1072622_260587_22052020074440_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Jaya Chandrakant Gogri","Promoter Group","Equity Shares","290978","1.25",,"35000","27191623","Buy","Equity Shares","325978","1.4","18-May-2020","18-May-2020","20-May-2020","Market Purchase","-","-","0","0","0","0","NSE","-","22-May-2020 19:44","https://archives.nseindia.com/corporate/xbrl/IT_1072622_260587_22052020074440_WEB.xml"
